Date,005930.KS,0700.HK,2330.TW,9988.HK,6758.T,INFY.BO,9984.T,9618.HK,9888.HK,000660.KS,9999.HK,WIPRO.BO,6861.T,9613.T,4755.T,SE,8035.T,TCS.BO,1810.HK,7974.T,066570.KS,2357.TW,036570.KS,RELIANCE.BO,TECHM.BO,7751.T,6752.T,6702.T,2354.TW,000063.SZ
2014-02-05,24740.0,102.0999984741211,100.5,,1600.0,447.6937561035156,3518.0,,,36650.0,,209.9250030517578,10212.5,755.0,1524.0,,5191.0,1095.5250244140625,,1143.5,62600.0,279.5,197000.0,408.07501220703125,459.5625,2918.0,1262.0,5630.0,61.80533218383789,
2014-02-06,25180.0,101.69999694824219,102.0,,1624.0,445.4312438964844,3650.0,,,38600.0,,213.13125610351562,10237.5,784.0,1558.0,,5215.0,1087.375,,1128.5,62800.0,277.0,200000.0,407.92498779296875,461.1000061035156,2889.0,1210.0,5880.0,62.08541488647461,
2014-02-07,25500.0,104.9000015258789,104.0,,1691.0,445.8374938964844,3687.5,,,39300.0,,210.3562469482422,10220.0,781.0,1563.0,,5343.0,1071.675048828125,,1149.0,61200.0,280.0,200000.0,407.1499938964844,455.3500061035156,2981.0,1192.0,5980.0,62.83230972290039,11.391666412353516
2014-02-10,25540.0,106.69999694824219,103.0,,1702.0,446.0625,3898.5,,,39000.0,,211.1437530517578,10591.25,791.0,1592.0,,5404.0,1046.8499755859375,,1210.5,61600.0,285.5,204000.0,410.79998779296875,457.63751220703125,3010.0,1206.0,6060.0,62.9256706237793,11.691665649414062
2014-02-11,26220.0,106.0,104.5,,,449.4750061035156,,,,39000.0,,211.08749389648438,,,,,,1050.5,,,60800.0,284.0,204000.0,402.75,465.5874938964844,,,,62.9256706237793,11.558333396911621
2014-02-12,26140.0,107.5999984741211,105.0,,1765.0,449.95001220703125,3891.0,,,39850.0,,210.80624389648438,10825.0,791.0,1640.0,,5650.0,1051.9000244140625,,1216.5,61800.0,290.0,209000.0,408.7250061035156,468.88751220703125,3046.0,1220.0,6230.0,63.205753326416016,11.666666030883789
2014-02-13,25960.0,108.0,105.0,,1729.0,448.3062438964844,3753.0,,,39900.0,,208.36874389648438,10610.0,778.0,1637.0,,5555.0,1066.875,,1171.5,61500.0,288.0,215000.0,403.7250061035156,453.6875,3025.0,1181.0,6170.0,63.29911422729492,11.308333396911621
2014-02-14,26020.0,109.69999694824219,107.5,,1703.0,455.70001220703125,3749.5,,,39050.0,,211.5,10190.0,760.0,1657.0,,5863.0,1083.125,,1177.0,62500.0,288.0,210500.0,410.75,458.1625061035156,3013.0,1149.0,6080.0,62.9256706237793,11.25
2014-02-17,25700.0,116.0,108.5,,1718.0,457.78125,3757.0,,,38700.0,,210.31875610351562,10442.5,759.0,1499.0,,5790.0,1084.300048828125,,1185.5,62700.0,286.0,212000.0,405.7250061035156,456.32501220703125,3007.0,1140.0,6150.0,62.365501403808594,11.958333015441895
2014-02-18,25900.0,116.9000015258789,108.0,,1780.0,460.0,3908.5,,,38800.0,,208.8937530517578,10967.5,788.0,1524.0,,5884.0,1083.074951171875,,1246.5,62200.0,293.0,209000.0,406.375,455.32501220703125,3079.0,1175.0,6320.0,63.29911422729492,11.858332633972168
2014-02-19,25800.0,116.5,108.0,,1748.0,469.2437438964844,3833.0,,,39150.0,,211.7062530517578,11043.75,802.0,1540.0,,5807.0,1099.2249755859375,,1261.0,61700.0,301.5,208500.0,406.2749938964844,460.7875061035156,3140.0,1147.0,6470.0,63.76592254638672,11.875
2014-02-20,25720.0,112.9000015258789,106.5,,1741.0,464.2124938964844,3763.0,,,38800.0,,212.10000610351562,10591.25,791.0,1466.0,,5700.0,1096.425048828125,,1224.5,60700.0,294.5,208000.0,402.67498779296875,457.9624938964844,3087.0,1126.0,6320.0,63.67256164550781,11.591666221618652
2014-02-21,26600.0,116.0999984741211,107.5,,1766.0,468.9624938964844,3901.0,,,39300.0,,214.4250030517578,10813.75,818.0,1463.0,,5746.0,1102.675048828125,,1258.0,61100.0,296.0,203000.0,405.6499938964844,461.7124938964844,3123.0,1170.0,6450.0,63.9526481628418,11.491665840148926
2014-02-24,26560.0,115.5999984741211,107.0,,1775.0,468.84375,3887.0,,,38850.0,,216.78750610351562,10791.25,810.0,1501.0,,5809.0,1089.0999755859375,,1255.0,61400.0,294.5,188000.0,406.20001220703125,457.51251220703125,3136.0,1190.0,6350.0,63.859283447265625,11.258333206176758
2014-02-25,26680.0,115.0999984741211,108.0,,1766.0,472.8374938964844,4047.5,,,38650.0,,223.18124389648438,11075.0,812.0,1534.0,,5797.0,1094.1500244140625,,1272.5,61500.0,292.5,193500.0,405.20001220703125,459.7875061035156,3179.0,1196.0,6340.0,63.48583984375,10.908332824707031
2014-02-26,26840.0,117.19999694824219,107.5,,1764.0,475.48126220703125,3995.0,,,39250.0,,226.25625610351562,10890.0,838.0,1543.0,,5727.0,1091.199951171875,,1300.0,61100.0,292.0,192500.0,405.2749938964844,455.4125061035156,3142.0,1259.0,6250.0,63.39247512817383,10.833333015441895
2014-02-27,26820.0,123.30000305175781,108.0,,1757.0,,3955.0,,,39500.0,,,10810.0,852.0,1475.0,,5840.0,,,1249.0,60900.0,291.5,196500.0,,,3151.0,1292.0,6450.0,63.579200744628906,10.691665649414062
2014-02-28,26980.0,124.5,,,1780.0,477.5249938964844,3834.0,,,38750.0,,223.78125,10917.5,841.0,1459.0,,5842.0,1136.4000244140625,,1255.5,60900.0,,191000.0,399.625,467.6499938964844,3162.0,1276.0,6340.0,,10.958333015441895
2014-03-03,26500.0,120.4000015258789,108.0,,1760.0,474.1312561035156,3713.0,,,38950.0,,219.61874389648438,10533.75,821.0,1419.0,,5809.0,1120.425048828125,,1233.5,61200.0,288.5,194000.0,401.75,476.2875061035156,3100.0,1280.0,6180.0,63.205753326416016,11.216666221618652
2014-03-04,26300.0,122.5,107.5,,1746.0,474.98748779296875,3737.0,,,38950.0,,220.93124389648438,10650.0,827.0,1459.0,,5791.0,1121.4749755859375,,1256.5,60800.0,288.0,197000.0,407.29998779296875,475.17498779296875,3133.0,1309.0,6120.0,63.29911422729492,11.425000190734863
2014-03-05,26600.0,124.5,110.0,,1783.0,476.9125061035156,3795.5,,,39450.0,,221.10000610351562,10475.0,832.0,1432.0,,5875.0,1125.074951171875,,1257.0,61100.0,283.0,201000.0,403.45001220703125,475.4125061035156,3146.0,1294.0,6340.0,63.579200744628906,11.108332633972168
2014-03-06,26520.0,127.0,113.0,,1825.0,479.4624938964844,3979.5,,,39100.0,,219.2062530517578,10675.0,837.0,1420.0,,6043.0,1120.574951171875,,1260.0,61300.0,284.5,209500.0,411.0,481.0,3146.0,1300.0,6370.0,66.28668212890625,11.141666412353516
2014-03-07,26780.0,126.0999984741211,114.5,,1844.0,467.6187438964844,4017.0,,,38550.0,,212.0812530517578,10671.25,841.0,1419.0,,6137.0,1112.550048828125,,1262.5,61100.0,287.5,210500.0,434.5,458.8125,3156.0,1301.0,6370.0,66.75349426269531,10.916666030883789
2014-03-10,26400.0,123.30000305175781,113.0,,1864.0,459.09375,3986.5,,,37700.0,,209.02499389648438,10513.75,827.0,1400.0,,6150.0,1071.75,,1240.0,60000.0,283.0,204500.0,442.8999938964844,449.86248779296875,3127.0,1301.0,6220.0,67.03357696533203,10.333333015441895
2014-03-11,26440.0,123.5,114.0,,1867.0,459.09375,4089.0,,,37750.0,,209.96249389648438,10387.5,830.0,1402.0,,6212.0,1075.0250244140625,,1239.5,59800.0,286.0,203000.0,437.4750061035156,445.2749938964844,3124.0,1287.0,6150.0,65.539794921875,10.258333206176758
2014-03-12,25880.0,120.4000015258789,113.0,,1840.0,458.86248779296875,3931.0,,,37400.0,,212.38125610351562,10253.75,805.0,1402.0,,6049.0,1089.375,,1225.0,59600.0,289.0,198000.0,435.57501220703125,450.5625,3095.0,1259.0,6050.0,66.19332122802734,10.225000381469727
2014-03-13,25800.0,117.5999984741211,116.5,,1839.0,419.6875,3996.5,,,38050.0,,211.27499389648438,10277.5,822.0,1365.0,,6160.0,1076.7249755859375,,1229.0,59400.0,288.5,215000.0,439.54998779296875,445.1499938964844,3101.0,1254.0,6100.0,67.40702056884766,10.216666221618652
2014-03-14,25500.0,112.80000305175781,115.0,,1761.0,423.6812438964844,3864.5,,,37950.0,,205.1437530517578,9825.0,782.0,1309.0,,5898.0,1070.574951171875,,1191.0,59400.0,292.0,215000.0,443.04998779296875,446.0,3032.0,1208.0,5860.0,67.40702056884766,10.074999809265137
2014-03-17,25320.0,109.30000305175781,114.0,,1728.0,,4055.0,,,36700.0,,,9687.5,781.0,1291.0,,5860.0,,,1188.5,59900.0,294.0,222500.0,,,3021.0,1199.0,5780.0,67.12693786621094,10.416666030883789
2014-03-18,25560.0,115.5999984741211,114.5,,1720.0,418.65625,4186.0,,,36350.0,,202.6125030517578,9611.25,802.0,1317.0,,5960.0,1061.2750244140625,,1174.0,62400.0,294.5,221000.0,447.67498779296875,448.875,3022.0,1195.0,5940.0,67.03357696533203,10.333333015441895
2014-03-19,25380.0,113.5,114.5,,1731.0,408.9437561035156,4170.0,,,37000.0,,204.375,9602.5,801.0,1316.0,,6057.0,1020.4749755859375,,1169.0,62400.0,291.0,223000.0,451.07501220703125,444.13751220703125,3045.0,1190.0,5900.0,66.4734115600586,10.483332633972168
2014-03-20,25240.0,111.5999984741211,112.0,,1757.0,412.875,4106.0,,,36950.0,,206.6062469482422,9470.0,771.0,1287.0,,6039.0,1053.949951171875,,1155.0,62700.0,285.5,222000.0,452.8500061035156,455.3125,3006.0,1133.0,5750.0,65.4464340209961,10.483332633972168
2014-03-21,25460.0,114.5,112.5,,,413.15625,,,,38700.0,,212.9812469482422,,,,,,1062.675048828125,,,63200.0,286.5,223000.0,442.875,452.13751220703125,,,,66.00659942626953,10.866665840148926
2014-03-24,25460.0,117.4000015258789,112.5,,1798.0,409.2562561035156,4177.0,,,38150.0,,211.1437530517578,10125.0,778.0,1314.0,,6453.0,1076.175048828125,,1215.0,63500.0,288.0,227500.0,452.29998779296875,461.20001220703125,3064.0,1201.0,5730.0,66.19332122802734,10.808333396911621
2014-03-25,24940.0,111.69999694824219,113.5,,1837.0,406.45001220703125,4044.0,,,37600.0,,205.6875,10143.75,772.0,1303.0,,6364.0,1072.8499755859375,,1171.0,63800.0,292.5,222000.0,439.32501220703125,457.3125,3064.0,1202.0,5700.0,66.28668212890625,10.766666412353516
2014-03-26,25700.0,110.80000305175781,115.5,,1871.0,405.58123779296875,3981.5,,,38400.0,,204.50625610351562,10341.25,765.0,1318.0,,6401.0,1049.175048828125,,1206.5,63900.0,294.0,219000.0,445.1000061035156,454.0625,3098.0,1198.0,5930.0,65.91323852539062,10.649999618530273
2014-03-27,26660.0,104.30000305175781,116.0,,1881.0,403.5625,3905.5,,,37700.0,,206.8312530517578,10587.5,791.0,1316.0,,6372.0,1047.425048828125,,1178.5,64000.0,294.0,222500.0,451.07501220703125,456.7250061035156,3142.0,1191.0,6140.0,65.81987762451172,10.350000381469727
2014-03-28,26700.0,107.0,117.5,,1897.0,407.21875,3847.0,,,37050.0,,206.8125,10496.25,792.0,1340.0,,6287.0,1052.7750244140625,,1199.5,64400.0,300.0,220000.0,457.07501220703125,456.98748779296875,3164.0,1164.0,6200.0,66.19332122802734,10.408332824707031
2014-03-31,26860.0,107.9000015258789,118.5,,1972.0,409.85626220703125,3900.0,,,36000.0,,203.47500610351562,10642.5,803.0,1377.0,,6325.0,1064.125,,1226.0,64900.0,301.5,218000.0,464.75,448.63751220703125,3191.0,1173.0,6240.0,67.03357696533203,10.533332824707031
2014-04-01,26780.0,112.69999694824219,119.5,,2011.0,413.82501220703125,3975.0,,,37000.0,,210.1875,10876.25,794.0,1386.0,,6331.0,1086.2249755859375,,1215.0,65200.0,306.0,219500.0,470.57501220703125,454.70001220703125,3170.0,1201.0,6290.0,66.94021606445312,10.949999809265137
2014-04-02,27140.0,112.30000305175781,120.0,,1990.0,415.0249938964844,4033.0,,,37050.0,,211.9499969482422,10750.0,811.0,1421.0,,6591.0,1085.824951171875,,1208.5,65800.0,307.0,227500.0,478.4750061035156,457.6875,3202.0,1216.0,6240.0,67.22029876708984,10.983332633972168
2014-04-03,27800.0,109.30000305175781,118.5,,1991.0,417.32501220703125,4070.0,,,36550.0,,210.1875,10763.75,818.0,1433.0,,6662.0,1083.3499755859375,,1201.0,65600.0,303.5,224500.0,475.9750061035156,453.1000061035156,3220.0,1223.0,6270.0,67.12693786621094,10.741665840148926
2014-04-04,27600.0,105.0,,,1994.0,414.4375,3960.5,,,37250.0,,207.46875,10651.25,799.0,1419.0,,6626.0,1069.7750244140625,,1193.0,66900.0,,221000.0,472.1000061035156,453.20001220703125,3223.0,1219.0,6150.0,,10.766666412353516
2014-04-07,27940.0,100.30000305175781,117.5,,1988.0,411.40625,3778.0,,,37000.0,,208.64999389648438,10560.0,772.0,1349.0,,6454.0,1075.199951171875,,1183.5,68800.0,310.0,210000.0,472.0249938964844,448.3125,3200.0,1162.0,6100.0,67.6871109008789,
2014-04-08,27880.0,101.9000015258789,119.0,,1961.0,,3608.5,,,36750.0,,,10335.0,771.0,1321.0,,6337.0,,,1160.0,69200.0,311.5,210000.0,,,3169.0,1129.0,5950.0,69.08753204345703,10.883333206176758
2014-04-09,27420.0,104.69999694824219,119.0,,1895.0,406.63751220703125,3628.0,,,37650.0,,207.61874389648438,10065.0,760.0,1300.0,,6170.0,1067.449951171875,,1130.5,68300.0,310.5,210500.0,480.54998779296875,434.54998779296875,3137.0,1099.0,5880.0,69.64769744873047,11.166666030883789
2014-04-10,27600.0,112.5999984741211,119.5,,1879.0,400.82501220703125,3587.0,,,37700.0,,210.1687469482422,10116.25,753.0,1303.0,,6156.0,1063.2750244140625,,1127.0,68900.0,306.0,213500.0,484.3999938964844,426.8125,3155.0,1097.0,5980.0,69.36761474609375,11.191665649414062
2014-04-11,27300.0,105.0,120.0,,1876.0,404.48126220703125,3450.0,,,37050.0,,212.9812469482422,9807.5,735.0,1274.0,,5876.0,1081.8499755859375,,1112.0,69300.0,306.0,206500.0,476.42498779296875,434.86248779296875,3134.0,1080.0,5870.0,69.08753204345703,11.533332824707031
2014-04-14,27400.0,105.19999694824219,120.5,,1870.0,,3390.0,,,36900.0,,,9850.0,746.0,1250.0,,5967.0,,,1105.0,69500.0,306.0,205500.0,,,3126.0,1077.0,5830.0,70.11450958251953,11.425000190734863
2014-04-15,27400.0,103.19999694824219,122.5,,1879.0,407.5562438964844,3504.0,,,37400.0,,220.875,9641.25,757.0,1213.0,,5932.0,1125.7750244140625,,1087.5,69300.0,303.5,205000.0,474.25,440.67498779296875,3127.0,1077.0,5890.0,70.67467498779297,11.399999618530273
2014-04-16,27600.0,104.30000305175781,121.0,,1923.0,394.54998779296875,3802.0,,,37650.0,,214.46249389648438,9908.75,770.0,1313.0,,5992.0,1097.5,,1101.0,70100.0,305.5,212500.0,470.5249938964844,437.48748779296875,3178.0,1124.0,6010.0,70.67467498779297,11.208333015441895
2014-04-17,27400.0,105.0999984741211,120.0,,1908.0,398.73748779296875,3802.5,,,38050.0,,219.5812530517578,9925.0,775.0,1308.0,,5813.0,1108.7249755859375,,1116.5,70700.0,310.0,207000.0,479.375,442.45001220703125,3218.0,1108.0,6030.0,71.04812622070312,11.233332633972168
2014-04-18,27560.0,,123.0,,1932.0,,3811.5,,,39200.0,,,10063.75,773.0,1324.0,,5909.0,,,1114.5,70900.0,312.0,207000.0,,,3226.0,1113.0,6190.0,70.86139678955078,11.324999809265137
2014-04-21,27600.0,,121.5,,1932.0,397.65625,3861.0,,,39400.0,,204.97500610351562,9981.25,774.0,1316.0,,5937.0,1110.25,,1125.0,70700.0,313.5,206500.0,479.7250061035156,443.2124938964844,3224.0,1123.0,6150.0,70.48795318603516,11.100000381469727
2014-04-22,27500.0,104.9000015258789,121.5,,1899.0,393.73748779296875,3861.0,,,39800.0,,199.2375030517578,9807.5,769.0,1314.0,,5976.0,1110.1500244140625,,1105.5,70300.0,327.5,208000.0,484.17498779296875,443.4750061035156,3200.0,1112.0,5980.0,71.14148712158203,11.399999618530273
2014-04-23,27780.0,105.80000305175781,121.0,,1919.0,396.59375,3950.0,,,40750.0,,196.875,9998.75,779.0,1349.0,,6030.0,1107.4749755859375,,1113.5,70100.0,333.0,204000.0,483.42498779296875,441.48748779296875,3218.0,1131.0,6190.0,71.32820892333984,11.225000381469727
2014-04-24,28140.0,106.5,121.0,,1859.0,,3870.5,,,40900.0,,,9813.75,771.0,1337.0,,5975.0,,,1100.0,69900.0,330.0,206500.0,,,3217.0,1111.0,6140.0,71.42156982421875,10.958333015441895
2014-04-25,27980.0,104.69999694824219,118.5,,1836.0,396.78125,3867.0,,,40750.0,,194.90625,9751.25,782.0,1358.0,,5993.0,1101.125,,1075.5,68900.0,328.0,203000.0,473.70001220703125,451.23748779296875,3217.0,1128.0,6100.0,69.55433654785156,10.716666221618652
2014-04-28,27760.0,101.69999694824219,119.0,,1815.0,397.26873779296875,3775.0,,,40500.0,,198.3937530517578,9551.25,784.0,1381.0,,5827.0,1095.625,,1070.0,69000.0,324.0,204000.0,472.67498779296875,455.8374938964844,3192.0,1120.0,5980.0,69.18089294433594,10.75
2014-04-29,27200.0,101.9000015258789,120.5,,,397.32501220703125,,,,39700.0,,196.83749389648438,,,,,,1096.75,,,71700.0,325.0,203500.0,470.1499938964844,461.4750061035156,,,,70.86139678955078,11.066665649414062
2014-04-30,26860.0,96.63999938964844,118.5,,1792.0,397.1499938964844,3795.0,,,40150.0,,195.75,9846.25,791.0,1322.0,,5803.0,1094.699951171875,,1074.0,68700.0,312.0,205000.0,467.6499938964844,458.11248779296875,3215.0,1119.0,6000.0,70.02114868164062,10.983332633972168
2014-05-02,26920.0,99.08000183105469,118.0,,1800.0,402.4750061035156,3909.5,,,40650.0,,197.85000610351562,9925.0,796.0,1363.0,,5807.0,1104.425048828125,,1097.0,69900.0,318.0,203000.0,464.1499938964844,459.32501220703125,3253.0,1118.0,6590.0,70.48795318603516,
2014-05-07,26880.0,94.76000213623047,118.5,,1760.0,383.0562438964844,3710.0,,,41100.0,,189.5625,9560.0,780.0,1337.0,,5773.0,1083.175048828125,,1067.0,67500.0,331.5,191000.0,480.375,434.3125,3165.0,1080.0,6490.0,69.55433654785156,10.758333206176758
2014-05-08,27000.0,94.72000122070312,119.5,,1766.0,382.8687438964844,3649.5,,,40650.0,,191.53125,9607.5,793.0,1300.0,,5918.0,1082.675048828125,,1059.5,67300.0,308.5,198000.0,479.82501220703125,435.67498779296875,3192.0,1056.0,6510.0,69.74105834960938,10.5
2014-05-09,26700.0,95.76000213623047,120.0,,1764.0,388.17498779296875,3638.0,,,41150.0,,192.1125030517578,9127.5,758.0,1228.0,,6037.0,1080.5999755859375,,1080.5,67400.0,292.5,194500.0,498.67498779296875,443.2124938964844,3252.0,1061.0,6570.0,69.55433654785156,10.533332824707031
2014-05-12,27760.0,100.80000305175781,118.5,,1754.0,397.23748779296875,3580.5,,,41400.0,,191.85000610351562,9291.25,765.0,1220.0,,6001.0,1079.8499755859375,,1071.5,67400.0,294.5,198500.0,514.4749755859375,447.5,3275.0,1055.0,6490.0,68.43399810791016,10.800000190734863
2014-05-13,28000.0,101.5,120.5,,1786.0,408.1875,3639.5,,,41700.0,,198.3000030517578,9722.5,780.0,1238.0,,6083.0,1105.324951171875,,1103.5,67500.0,295.0,198500.0,530.6749877929688,455.38751220703125,3304.0,1084.0,6600.0,68.34063720703125,10.841666221618652
2014-05-14,28300.0,102.80000305175781,122.0,,1805.0,405.86248779296875,3617.0,,,42100.0,,196.5749969482422,9821.25,778.0,1214.0,,6009.0,1107.375,,1116.0,68900.0,303.0,197000.0,522.7750244140625,459.5375061035156,3320.0,1095.0,6620.0,69.18089294433594,10.766666412353516
2014-05-15,28200.0,108.80000305175781,122.0,,1695.0,408.79998779296875,3575.0,,,42000.0,,193.63125610351562,9655.0,768.0,1205.0,,5927.0,1096.7249755859375,,1116.0,68900.0,309.0,206000.0,526.5999755859375,457.4375,3322.0,1087.0,6560.0,66.09996032714844,10.466666221618652
2014-05-16,28560.0,108.80000305175781,122.0,,1646.0,397.23126220703125,3447.5,,,42250.0,,188.56875610351562,9523.75,750.0,1190.0,,5873.0,1078.7750244140625,,1098.0,68500.0,309.5,188500.0,540.25,455.6000061035156,3311.0,1061.0,6490.0,65.25970458984375,10.441665649414062
2014-05-19,28960.0,107.5999984741211,121.0,,1627.0,377.84375,3383.0,,,40900.0,,180.5625,9596.25,738.0,1164.0,,6187.0,1017.3499755859375,,1099.0,68000.0,306.0,186500.0,560.125,434.3500061035156,3318.0,1044.0,6300.0,64.32609558105469,10.25
2014-05-20,29020.0,111.9000015258789,121.0,,1625.0,389.8812561035156,3398.0,,,42000.0,,185.2687530517578,9647.5,729.0,1180.0,,6191.0,1031.5250244140625,,1129.5,67900.0,308.5,177500.0,539.25,442.3374938964844,3340.0,1040.0,6490.0,65.16634368896484,10.266666412353516
2014-05-21,28820.0,111.69999694824219,120.5,,1614.0,393.83123779296875,3412.0,,,41900.0,,184.5187530517578,9556.25,738.0,1165.0,,6118.0,1039.9749755859375,,1123.0,68300.0,305.0,178000.0,539.0499877929688,437.20001220703125,3296.0,1045.0,6550.0,64.4194564819336,10.441665649414062
2014-05-22,28520.0,112.30000305175781,122.0,,1645.0,388.3999938964844,3502.0,,,42400.0,,181.3125,9723.75,744.0,1177.0,,6213.0,1054.6500244140625,,1149.5,68500.0,312.5,177000.0,550.6500244140625,437.3999938964844,3320.0,1065.0,6630.0,64.88626098632812,10.358332633972168
2014-05-23,28560.0,111.0999984741211,122.0,,1632.0,383.3125,3485.0,,,42350.0,,183.375,9912.5,741.0,1216.0,,6201.0,1063.699951171875,,1159.0,69300.0,315.0,179500.0,563.9249877929688,445.7124938964844,3319.0,1077.0,6720.0,65.16634368896484,10.566665649414062
2014-05-26,28440.0,111.4000015258789,123.0,,1683.0,386.73126220703125,3559.0,,,42400.0,,189.2062530517578,10112.5,751.0,1255.0,,6275.0,1076.824951171875,,1185.5,69200.0,316.5,175500.0,550.5,451.88751220703125,3321.0,1080.0,6920.0,65.35306549072266,10.600000381469727
2014-05-27,28140.0,111.4000015258789,123.5,,1685.0,391.73748779296875,3572.0,,,42200.0,,190.0500030517578,10082.5,761.0,1276.0,,6276.0,1065.2249755859375,,1180.5,70300.0,314.5,173000.0,543.875,463.4375,3310.0,1084.0,6900.0,65.539794921875,10.524999618530273
2014-05-28,28660.0,113.30000305175781,124.0,,1654.0,396.5249938964844,3596.0,,,42600.0,,192.6374969482422,10047.5,755.0,1289.0,,6299.0,1074.925048828125,,1174.5,71600.0,324.0,169000.0,544.2750244140625,471.375,3327.0,1083.0,6990.0,65.72651672363281,10.983332633972168
2014-05-29,29200.0,109.80000305175781,122.0,,1636.0,365.5375061035156,3617.0,,,42600.0,,187.5749969482422,9971.25,748.0,1310.0,,6236.0,1079.550048828125,,1181.0,74100.0,326.5,165500.0,536.5250244140625,469.0625,3326.0,1096.0,7020.0,65.539794921875,10.833333015441895
2014-05-30,28860.0,109.30000305175781,119.5,,1627.0,367.6875,3672.5,,,44150.0,,189.375,9886.25,740.0,1319.0,,6113.0,1072.0999755859375,,1177.0,72900.0,331.0,168500.0,532.5750122070312,478.8374938964844,3338.0,1093.0,6890.0,64.6061782836914,10.958333015441895
2014-06-02,29100.0,,,,1654.0,374.1875,3740.0,,,44700.0,,187.16250610351562,10080.0,758.0,1319.0,,6242.0,1064.949951171875,,1183.5,75100.0,,165500.0,541.1749877929688,473.2875061035156,3360.0,1122.0,7020.0,,
2014-06-03,29400.0,112.0,122.5,,1643.0,376.92498779296875,3809.0,,,44650.0,,185.38125610351562,10390.0,772.0,1313.0,,6399.0,1065.1500244140625,,1192.0,76300.0,327.5,168000.0,547.375,475.54998779296875,3365.0,1125.0,7160.0,64.69953918457031,10.858332633972168
2014-06-05,29140.0,108.4000015258789,123.0,,1656.0,379.7437438964844,3908.5,,,46450.0,,187.8562469482422,10631.25,762.0,1323.0,,6689.0,1052.7750244140625,,1190.0,76600.0,325.0,165000.0,543.7999877929688,476.9125061035156,3372.0,1133.0,7120.0,65.539794921875,10.899999618530273
2014-06-09,28180.0,110.5999984741211,123.0,,1658.0,373.2124938964844,3854.0,,,46100.0,,191.56875610351562,10537.5,773.0,1321.0,,6905.0,1057.625,,1199.0,75400.0,325.5,172500.0,561.2999877929688,489.01251220703125,3370.0,1171.0,7140.0,65.07298278808594,10.5
2014-06-10,28720.0,113.5,124.5,,1647.0,383.3999938964844,3779.5,,,47350.0,,196.8000030517578,10451.25,756.0,1263.0,,6877.0,1078.550048828125,,1189.0,78100.0,325.0,177500.0,558.9249877929688,501.3374938964844,3360.0,1172.0,7110.0,65.539794921875,10.758333206176758
2014-06-11,28440.0,116.4000015258789,125.0,,1635.0,397.34375,3811.5,,,47000.0,,197.6062469482422,10503.75,768.0,1275.0,,6928.0,1102.625,,1169.0,78200.0,325.0,180500.0,550.7750244140625,504.70001220703125,3356.0,1177.0,7100.0,65.07298278808594,10.899999618530273
2014-06-12,28260.0,115.5999984741211,123.5,,1639.0,395.82501220703125,3825.5,,,47400.0,,198.99374389648438,10405.0,761.0,1272.0,,6842.0,1116.050048828125,,1151.5,77700.0,326.0,180500.0,547.2999877929688,500.0874938964844,3370.0,1175.0,7120.0,65.4464340209961,10.833333015441895
2014-06-13,27340.0,116.0999984741211,123.0,,1645.0,397.70623779296875,3884.5,,,47050.0,,198.375,10433.75,778.0,1267.0,,6828.0,1107.3499755859375,,1173.0,77700.0,321.5,181500.0,540.9749755859375,504.76251220703125,3390.0,1200.0,7230.0,65.35306549072266,10.933333396911621
2014-06-16,27480.0,116.5999984741211,124.0,,1648.0,405.2749938964844,3836.5,,,48350.0,,200.77499389648438,10402.5,776.0,1256.0,,7000.0,1134.2750244140625,,1193.0,76900.0,325.0,179000.0,532.25,505.2875061035156,3386.0,1182.0,7090.0,65.16634368896484,11.149999618530273
2014-06-17,27480.0,115.5999984741211,125.0,,1637.0,405.90625,3741.5,,,49350.0,,201.0,10738.75,786.0,1270.0,,6980.0,1139.074951171875,,1209.0,77800.0,323.0,179500.0,544.9500122070312,506.54998779296875,3391.0,1192.0,6920.0,65.16634368896484,11.016666412353516
2014-06-18,27160.0,116.19999694824219,125.5,,1644.0,405.5687561035156,3805.0,,,49000.0,,198.97500610351562,10943.75,787.0,1263.0,,7079.0,1112.7249755859375,,1234.0,76900.0,326.0,174000.0,533.4000244140625,503.0375061035156,3402.0,1232.0,7120.0,65.6331558227539,10.916666030883789
2014-06-19,26460.0,115.80000305175781,126.0,,1705.0,414.04998779296875,3895.0,,,50700.0,,201.46875,11108.75,807.0,1274.0,,7100.0,1137.550048828125,,1241.0,76500.0,328.5,173000.0,520.7000122070312,507.6499938964844,3438.0,1238.0,7420.0,65.35306549072266,10.616665840148926
2014-06-20,26020.0,115.80000305175781,124.5,,1704.0,414.45001220703125,3891.5,,,49400.0,,201.13125610351562,11092.5,791.0,1270.0,,7129.0,1143.25,,1251.5,74600.0,326.0,171000.0,518.9249877929688,502.0,3418.0,1246.0,7400.0,65.6331558227539,10.649999618530273
2014-06-23,26440.0,114.19999694824219,123.0,,1715.0,403.8812561035156,3806.5,,,48900.0,,199.25625610351562,11137.5,808.0,1271.0,,7138.0,1132.375,,1239.0,74400.0,326.0,173000.0,519.3499755859375,500.36248779296875,3420.0,1236.0,7380.0,65.81987762451172,10.633333206176758
2014-06-24,26900.0,114.9000015258789,123.0,,1708.0,401.2875061035156,3819.5,,,50300.0,,199.2375030517578,11111.25,797.0,1272.0,,7210.0,1152.1500244140625,,1244.5,75300.0,326.0,177500.0,529.8250122070312,498.45001220703125,3430.0,1237.0,7340.0,66.00659942626953,10.691665649414062
